date,store_id,prescription_id,prescription_flag,product_id,product_category,manufacturer,units_sold,price,discount_percent,promotion_flag,expiry_date,inventory_level,safety_stock,reorder_point,order_quantity,lead_time_days,stock_out_flag,holiday_flag,special_event_flag,delivery_time_hours,delivery_delay_flag,competitor_price_index,customer_segment_id,day_of_week,month_of_year
2025-11-30,store_4,3b9e9b27-dc2f-423b-92ed-f0ba351cf567,0,prod_11,OTC,Novartis,6,44.86,30,1,2026-10-23,12,20,35,34,3,0,1,0,20.52,0,1.1,retail,6,11
2025-09-21,store_5,627b7d49-d274-425f-9a36-257f4ab281e2,1,prod_14,Supplement,Novartis,8,42.99,0,0,2026-05-08,17,14,29,92,3,0,1,0,23.48,0,0.99,retail,6,9
2025-11-07,store_5,b1d47515-5938-44cb-9740-d3a32c7ce8c8,0,prod_13,OTC,Pfizer,4,92.85,50,1,2026-10-16,23,17,31,51,6,0,0,0,24.17,0,0.89,wholesale,4,11
2025-10-03,store_2,27d59666-d5bb-4e7e-82a9-6f4843096ea9,0,prod_1,Prescription,Novartis,9,38.4,50,1,2026-02-12,18,10,24,78,8,0,0,0,22.41,0,0.86,retail,4,10
2025-03-05,store_2,b8cfcf0e-49f7-4e9c-90ee-9497ea6298a7,1,prod_11,Prescription,Pfizer,6,18.54,10,1,2025-06-07,10,17,35,84,1,0,0,0,28.22,0,0.98,retail,2,3
2025-12-17,store_5,cfe95815-d38c-49a4-bb6f-2471404dd428,1,prod_20,Prescription,Novartis,4,24.65,20,1,2026-06-27,15,19,26,60,11,0,0,0,27.49,0,1.19,retail,2,12
2025-01-09,store_1,52340864-c4aa-48c5-92b7-a22215e42b1a,1,prod_16,Prescription,Pfizer,5,41.73,50,1,2025-07-14,15,16,22,93,4,0,0,0,27.16,0,1.09,wholesale,3,1
2025-05-05,store_3,e47538d3-b3f6-4f41-a3b6-2bfc12d1657a,1,prod_16,OTC,Sun Pharma,4,25.62,50,1,2025-07-04,2,21,36,41,2,1,0,0,22.2,0,0.87,retail,0,5
2025-06-08,store_3,584b8a5d-97d3-4a2b-bb84-4be9c4f3db4f,0,prod_9,Prescription,Pfizer,12,59.45,20,1,2025-10-01,9,18,32,56,12,1,1,1,26.5,0,1.0,wholesale,6,6
2025-12-17,store_2,1a920254-eebd-488b-a4b2-9ce9d66d3f96,0,prod_13,OTC,Novartis,7,30.01,50,1,2026-07-16,0,20,30,82,10,1,0,0,27.01,0,0.85,wholesale,2,12
2025-10-23,store_4,69fe1b38-c505-4439-a2f5-aef18a35f31c,1,prod_5,Supplement,Pfizer,7,54.36,50,1,2026-01-06,25,17,31,55,12,0,0,0,26.26,0,1.02,retail,3,10
2025-10-11,store_2,bc8bc45f-2d71-4d6c-988b-ad5dd825860c,1,prod_7,OTC,Sun Pharma,4,43.49,50,1,2026-08-31,13,14,24,38,1,0,1,0,22.43,0,1.08,wholesale,5,10
2025-06-06,store_1,775652b0-9c5b-4532-a54d-ad82a3e9504b,0,prod_16,Prescription,Novartis,6,24.08,30,1,2025-10-08,19,23,34,44,5,0,0,0,19.93,0,1.05,wholesale,4,6
2025-08-15,store_5,01f65bbe-be73-4fe5-be42-d0d9859be1db,1,prod_15,OTC,Sun Pharma,6,54.51,0,0,2026-03-31,15,11,19,61,1,0,0,0,28.69,0,0.9,retail,4,8
2025-02-11,store_1,e067f8cb-ddb5-4f9c-b82b-44887d982096,0,prod_12,Prescription,Sun Pharma,6,49.12,20,1,2025-05-31,11,20,26,72,7,0,0,0,28.97,0,1.05,wholesale,1,2
2025-05-21,store_4,92e92d5d-b943-431c-bdfa-68317d3e4a2a,0,prod_20,Supplement,Novartis,6,57.78,20,1,2025-10-15,24,27,37,64,1,0,0,0,23.65,0,1.04,retail,2,5
2025-12-22,store_5,f81543e3-6aba-49be-a23f-4a0afe183621,0,prod_16,Prescription,Sun Pharma,4,33.55,0,0,2026-10-20,18,28,46,43,7,0,0,0,26.31,0,1.08,wholesale,0,12
2025-07-27,store_1,267490b1-26c6-4682-b074-b25392a65cbd,1,prod_20,Supplement,Pfizer,9,15.81,0,0,2026-06-24,24,21,35,88,13,0,1,0,21.18,0,1.2,retail,6,7
2025-05-02,store_2,02c8e876-9fac-469a-a076-253bcc78c3a9,0,prod_8,OTC,Sun Pharma,4,96.42,30,1,2025-07-22,3,10,18,32,9,1,0,0,25.84,0,1.06,wholesale,4,5
2025-10-14,store_3,7ffed2b2-86d4-490d-b93d-445af959bff8,0,prod_7,Supplement,Pfizer,5,57.25,0,0,2026-01-25,22,24,34,64,6,0,0,0,24.83,0,0.96,wholesale,1,10
2025-05-12,store_2,34c892b7-d31b-4a4e-8c2f-e14ee6dbdd6c,0,prod_17,Supplement,Sun Pharma,6,60.05,20,1,2026-03-05,10,27,46,46,8,0,0,0,27.64,0,1.0,retail,0,5
2025-01-30,store_2,ba8ec7ce-f200-4a96-a8ac-c162ecd1b336,1,prod_10,Prescription,Sun Pharma,3,73.73,30,1,2025-08-01,18,19,34,95,6,0,0,0,22.08,0,1.02,wholesale,3,1
2025-10-13,store_1,a227673b-89d0-4bfb-8279-e0dc9db816be,0,prod_18,Prescription,Novartis,4,25.29,0,0,2026-02-23,6,13,25,67,7,0,0,0,8.89,0,0.88,retail,0,10
2025-08-17,store_3,3468f99b-f94f-4def-a77b-49dd067f1b64,0,prod_17,Supplement,Sun Pharma,4,96.91,50,1,2025-09-17,10,10,23,30,1,0,1,0,33.79,0,1.11,wholesale,6,8
2025-06-03,store_4,d5c8a888-e1ce-49a1-a68a-2928d327c453,0,prod_7,OTC,Sun Pharma,5,20.77,10,1,2025-11-04,2,27,36,87,6,1,0,0,21.21,0,1.04,wholesale,1,6
2025-02-28,store_3,61700c7d-5f16-4f4a-a930-3e1c06d7afb1,1,prod_8,OTC,Pfizer,6,50.49,50,1,2025-07-18,1,22,30,69,10,1,0,0,27.11,0,0.82,wholesale,4,2
2025-04-09,store_1,18a1de87-753a-4324-8ce2-d78fe80861de,0,prod_8,Supplement,Novartis,6,44.2,30,1,2025-11-22,8,28,45,67,8,0,0,0,24.48,0,1.13,retail,2,4
2025-10-14,store_1,501b00f1-486e-4745-8871-c19bf3b02381,0,prod_19,Supplement,Sun Pharma,3,15.21,20,1,2025-12-11,13,16,32,80,5,0,0,0,31.16,0,0.83,retail,1,10
2025-07-13,store_3,3412f493-d124-4046-983a-f7ec46f31b86,0,prod_12,Prescription,Pfizer,5,96.4,10,1,2025-10-17,18,18,28,55,2,0,1,0,18.41,0,0.83,retail,6,7
2025-07-27,store_4,79b7fc5e-86bf-4088-845a-feadf5c102e7,0,prod_13,OTC,Novartis,6,74.5,10,1,2026-02-27,10,19,34,67,13,0,1,0,19.28,0,0.89,wholesale,6,7
2025-06-14,store_2,db333d1c-3638-4c1d-8c41-0ae7eb8b65b5,1,prod_8,Prescription,Sun Pharma,6,53.7,50,1,2025-09-16,10,25,38,39,5,0,1,0,21.77,0,0.85,wholesale,5,6
2025-02-24,store_1,e73e18c0-23b1-46c3-a576-3756c23dc3a8,0,prod_8,Prescription,Sun Pharma,1,39.65,20,1,2025-07-12,20,20,34,30,13,0,0,0,26.24,0,1.06,retail,0,2
2025-07-11,store_5,043947f7-1fa3-4368-b73c-1ef06668b10e,0,prod_5,Supplement,Pfizer,10,56.64,10,1,2025-09-22,7,29,44,53,8,1,0,0,24.77,0,1.07,retail,4,7
2025-05-20,store_1,e0980e07-d966-410f-988d-a8a0c52e6da6,0,prod_11,OTC,Pfizer,7,32.14,30,1,2025-10-08,16,24,38,47,1,0,0,0,30.38,0,0.84,retail,1,5
2025-08-09,store_1,32af26fe-f4e3-48a1-bf58-dddc87af33d3,0,prod_10,OTC,Pfizer,4,76.46,20,1,2025-12-05,4,17,24,73,1,0,1,0,28.88,0,1.15,retail,5,8
2025-09-06,store_5,2b851c01-2486-4cd8-9790-5916a5549452,0,prod_19,Prescription,Sun Pharma,8,72.17,50,1,2026-07-31,22,14,26,85,6,0,1,0,25.47,0,1.16,wholesale,5,9
2025-06-05,store_4,f5c66823-d187-4c06-9343-50f6ca656f40,1,prod_13,Supplement,Sun Pharma,5,72.06,0,0,2025-10-15,17,15,20,41,7,0,0,0,20.05,0,0.82,retail,3,6
2025-08-28,store_2,f7cf5eaf-72a1-480b-a5ca-b652a5f80b72,0,prod_17,Supplement,Pfizer,8,79.53,0,0,2026-05-12,26,18,27,47,2,0,0,0,18.58,0,0.99,wholesale,3,8
2025-06-21,store_1,c4fe980f-03e6-4c79-a2bb-85262684ffcb,0,prod_13,Prescription,Sun Pharma,6,46.68,10,1,2025-08-02,17,27,35,96,12,0,1,0,32.71,0,1.0,wholesale,5,6
2025-08-27,store_1,42dccb97-5e4f-4d7e-bb47-b8f7973435d0,1,prod_3,OTC,Sun Pharma,7,89.39,10,1,2026-01-22,8,24,39,67,6,0,0,0,19.6,0,0.91,retail,2,8
2025-09-25,store_3,300836e7-731b-4488-a235-164e37f18b88,0,prod_9,Supplement,Pfizer,3,20.32,0,0,2026-04-28,4,20,29,95,10,0,0,0,27.53,0,1.08,wholesale,3,9
2025-10-03,store_4,b83609c7-0e47-45fa-ac7f-f35637888668,0,prod_3,Prescription,Novartis,5,13.37,10,1,2026-04-14,8,17,24,84,8,0,0,0,27.73,0,1.17,wholesale,4,10
2025-11-29,store_1,fe968c0a-c145-469a-b6eb-a0174ed02cc9,1,prod_2,Supplement,Sun Pharma,11,17.91,10,1,2026-09-14,26,27,36,33,3,0,1,0,13.91,0,1.12,retail,5,11
2025-10-15,store_1,53094bec-4cc0-4a57-9728-92c1d7e214f6,1,prod_8,OTC,Pfizer,7,99.08,0,0,2025-11-22,22,14,28,64,4,0,0,0,21.27,0,1.01,retail,2,10
2025-01-30,store_3,11e6ee90-63b9-43c3-bca9-5567d05a859b,0,prod_17,OTC,Sun Pharma,9,50.21,10,1,2025-08-06,9,25,34,36,9,0,0,0,28.63,0,1.16,retail,3,1
2025-08-13,store_2,122fb35c-92c4-4c79-811a-e20149b5698b,0,prod_15,OTC,Pfizer,8,71.58,20,1,2025-11-02,15,12,17,37,5,0,0,0,18.01,0,0.97,retail,2,8
2025-08-21,store_5,0caac91a-a3a5-41c6-99f9-027430b821c9,0,prod_13,Prescription,Pfizer,5,23.49,10,1,2025-12-31,14,24,33,42,5,0,0,0,28.94,0,1.13,wholesale,3,8
2025-10-01,store_5,49b3b1b0-a1d5-4ae4-9368-b76b5edc2e2c,0,prod_2,Supplement,Pfizer,4,84.47,20,1,2026-03-23,12,10,25,30,3,0,0,0,26.42,0,0.86,retail,2,10
2025-07-21,store_3,785bfc49-1794-4441-8bdf-171ec59fe18d,0,prod_9,OTC,Novartis,6,22.43,10,1,2025-10-30,20,23,31,45,11,0,0,0,19.22,0,1.0,wholesale,0,7
2025-12-15,store_5,73cc567b-8e88-4764-a83f-e94df544a03b,0,prod_14,Prescription,Pfizer,8,22.54,20,1,2026-10-01,3,19,32,68,10,1,0,0,23.13,0,0.99,wholesale,0,12
2025-05-16,store_1,d9c56966-2136-44ce-8969-0e1d052e136c,0,prod_17,OTC,Novartis,3,66.73,30,1,2026-01-05,8,21,32,72,5,0,0,0,11.91,0,0.93,retail,4,5
2025-11-19,store_1,265251f8-97b2-457e-ad22-673457765022,1,prod_3,Prescription,Sun Pharma,4,86.53,0,0,2026-07-05,4,15,24,33,9,0,0,0,23.39,0,1.13,wholesale,2,11
2025-02-03,store_5,c00459f2-a6bd-41ba-aab2-d02e284eca4e,1,prod_4,Supplement,Pfizer,3,33.09,10,1,2025-07-12,1,27,45,68,5,1,0,0,16.09,0,1.15,retail,0,2
2025-02-15,store_2,7a27804d-cab7-43e9-a163-e80808adcf0c,0,prod_7,Supplement,Sun Pharma,6,91.31,50,1,2025-12-09,11,18,23,57,7,0,1,0,23.3,0,0.98,retail,5,2
2025-07-31,store_2,a4d96511-6e53-4dc1-84c6-111dab14b487,0,prod_19,Supplement,Novartis,9,69.31,30,1,2025-11-11,5,12,25,60,8,1,0,0,28.86,0,0.96,wholesale,3,7
2025-08-08,store_1,36bad86e-eb17-487b-b6ba-c1b6e37a1995,0,prod_7,Supplement,Pfizer,4,62.59,30,1,2026-05-12,21,15,21,91,8,0,0,0,31.88,0,1.13,wholesale,4,8
2025-06-12,store_4,5b8b33bc-ea33-4819-a43b-c690e7de0ed2,0,prod_9,OTC,Pfizer,8,56.61,0,0,2026-04-19,18,21,31,36,1,0,0,0,25.35,0,1.11,retail,3,6
2025-03-04,store_2,adccd37f-fe8c-4373-8005-a58794273803,0,prod_10,Supplement,Sun Pharma,7,91.26,30,1,2025-05-05,18,17,35,53,4,0,0,0,25.23,0,1.05,retail,1,3
2025-02-01,store_4,2d176570-1bf2-4371-be97-c7d81b79cf90,1,prod_2,OTC,Pfizer,5,34.32,50,1,2025-12-18,5,13,26,68,12,0,1,0,19.83,0,1.19,retail,5,2
2025-10-10,store_2,99ba8a47-d531-4f7c-915c-bf74f6c36b6a,1,prod_2,Supplement,Pfizer,2,98.88,50,1,2026-07-14,15,12,25,99,2,0,0,0,29.39,0,0.85,retail,4,10
2025-08-17,store_3,a1e11a65-3a87-4d55-b12c-b9c37bb450f5,0,prod_18,Supplement,Sun Pharma,5,18.87,0,0,2025-10-05,18,24,29,76,2,0,1,0,23.97,0,1.0,wholesale,6,8
2025-05-03,store_2,e7bef4ca-6983-4a25-bfb5-d6bed3bea514,0,prod_8,Prescription,Pfizer,6,29.44,10,1,2026-01-06,8,14,22,54,10,0,1,0,35.7,0,1.07,wholesale,5,5
2025-07-14,store_2,2a2fba4d-c101-4673-a51f-4ecc27c50089,1,prod_13,Prescription,Novartis,5,60.67,30,1,2026-05-15,8,15,34,95,10,0,0,0,28.69,0,0.99,wholesale,0,7
2025-10-15,store_2,77a51225-a224-4d9e-ae8a-11e0ff432ca4,0,prod_11,OTC,Novartis,5,97.43,50,1,2026-03-06,3,27,40,69,4,1,0,0,19.48,0,0.92,retail,2,10
2025-08-24,store_2,d5a5da4b-e177-4ada-9087-8efb5ba88a82,1,prod_6,Supplement,Novartis,4,76.99,20,1,2026-03-08,15,11,16,64,8,0,1,0,33.38,0,1.01,wholesale,6,8
2025-05-13,store_1,e06ed2d0-25d8-4589-8167-a251af8727ce,0,prod_5,Supplement,Novartis,6,91.32,50,1,2026-01-12,3,16,22,32,11,1,0,0,30.08,0,1.07,retail,1,5
2025-03-12,store_5,4d680cc2-5b4f-46ae-a17e-dc57e94437e7,0,prod_19,Supplement,Sun Pharma,10,95.39,10,1,2025-04-16,0,28,42,96,12,1,0,0,32.29,0,1.19,retail,2,3
2025-07-03,store_3,e42cb5de-d938-4c7a-952f-f1532c82251d,1,prod_5,Supplement,Pfizer,8,63.68,50,1,2026-01-01,4,26,39,81,13,1,0,0,26.17,0,1.02,retail,3,7
2025-08-07,store_1,74d21162-0399-4b32-afd3-8218eb4fd6e5,0,prod_8,Prescription,Pfizer,8,42.9,10,1,2026-01-09,6,23,42,91,9,1,0,0,22.83,0,1.1,wholesale,3,8
2025-04-18,store_3,ee005d0a-bb6f-49ac-8b53-f02b805019cc,0,prod_18,OTC,Pfizer,6,51.68,20,1,2026-02-16,2,15,34,92,8,1,0,0,26.24,0,0.92,retail,4,4
2025-10-16,store_4,0c7ca9d0-f17e-41e4-9b97-5f2eddfe8994,0,prod_15,OTC,Pfizer,12,50.75,20,1,2026-03-05,12,24,43,93,6,0,0,0,24.35,0,1.02,retail,3,10
2025-11-06,store_1,69699f6c-ad13-48cd-8aab-e108460927df,0,prod_7,OTC,Novartis,10,19.69,30,1,2026-09-23,2,23,36,31,8,1,0,0,23.21,0,1.07,retail,3,11
2025-06-23,store_5,277ea548-5f96-4798-ae30-14121ba56ce3,0,prod_7,Supplement,Novartis,5,85.46,50,1,2025-08-23,13,16,21,36,2,0,0,0,17.91,0,0.97,wholesale,0,6
2025-11-29,store_5,4c3c0441-6591-41d2-8d6d-adf37e32fe3f,0,prod_15,OTC,Pfizer,7,17.03,0,0,2026-06-06,5,25,38,78,12,1,1,1,26.7,0,0.9,retail,5,11
2025-11-21,store_5,cc9106ea-c832-462b-ab39-11541dcc6361,0,prod_16,Supplement,Pfizer,4,46.93,30,1,2025-12-23,18,19,35,32,2,0,0,0,18.09,0,0.92,wholesale,4,11
2025-12-20,store_1,82f59874-4742-4c96-a506-37dc01feb6e4,0,prod_11,Supplement,Pfizer,8,63.09,20,1,2026-11-01,8,15,31,58,5,0,1,0,28.0,0,0.88,retail,5,12
2025-01-22,store_4,5af1e906-a96e-451b-87bf-4772a5370948,1,prod_19,Prescription,Pfizer,6,77.92,30,1,2025-04-03,2,24,29,74,6,1,0,0,34.7,0,0.98,retail,2,1
2025-06-07,store_3,1d8aaaa1-1623-413e-9fc4-78b42e138a32,1,prod_11,OTC,Sun Pharma,4,47.21,0,0,2025-11-16,6,14,29,42,2,0,1,0,23.61,0,0.94,wholesale,5,6
2025-04-24,store_5,26385bc0-3a6a-489e-aaec-e29038db2414,0,prod_2,Supplement,Sun Pharma,4,12.24,10,1,2026-01-09,22,21,35,45,3,0,0,0,26.72,0,0.91,retail,3,4
2025-05-01,store_5,0d8f45aa-7d07-4fb7-8332-1509bd6c9363,0,prod_9,Supplement,Pfizer,5,92.4,10,1,2026-03-10,3,28,40,69,9,1,0,0,26.81,0,1.11,wholesale,3,5
2025-02-17,store_5,1c8e9d30-6132-49d4-a5de-b38b7784518f,1,prod_1,OTC,Novartis,5,35.51,0,0,2025-08-16,16,27,34,84,10,0,0,0,18.94,0,0.88,retail,0,2
2025-05-29,store_2,18c11588-a58e-4bf0-addb-295c66669e80,1,prod_12,Prescription,Novartis,4,28.42,30,1,2026-05-09,14,22,35,79,10,0,0,0,18.77,0,1.07,retail,3,5
2025-11-01,store_4,63b80f8d-ac55-4277-a138-ab3dc1e8694d,1,prod_12,OTC,Sun Pharma,7,82.03,30,1,2025-12-08,8,22,38,46,6,0,1,0,14.26,0,1.18,retail,5,11
2025-07-09,store_4,296239be-3705-4dd0-ac92-ecec2c715924,0,prod_13,OTC,Novartis,5,42.42,0,0,2026-04-08,12,11,24,89,2,0,0,0,23.79,0,0.97,wholesale,2,7
2025-05-09,store_3,37427cc7-7052-4adb-8491-e5dc60c67f52,0,prod_2,Supplement,Novartis,6,19.6,20,1,2026-04-21,4,12,20,92,11,1,0,0,24.15,0,1.01,wholesale,4,5
2025-01-30,store_1,ee43fe86-44be-47af-a7d5-c834975f0bb8,0,prod_15,Prescription,Pfizer,7,23.62,50,1,2025-07-11,2,26,32,80,4,1,0,0,33.43,0,0.93,retail,3,1
2025-07-29,store_4,be7829ab-37c8-4a1c-9782-5b4ebf4a7b64,1,prod_11,OTC,Sun Pharma,7,60.96,30,1,2026-01-09,13,22,37,72,10,0,0,0,21.11,0,1.17,wholesale,1,7
2025-10-31,store_5,fbee7c09-ef17-4010-9dd9-c968dc3718fd,0,prod_18,Prescription,Sun Pharma,9,65.23,20,1,2026-04-13,5,20,37,85,8,1,0,0,23.65,0,1.08,retail,4,10
2025-06-10,store_3,9ece29d5-9be8-43a2-a00b-666cb0e2bf2a,1,prod_1,OTC,Sun Pharma,6,39.37,50,1,2026-03-08,22,26,33,47,13,0,0,0,23.55,0,1.1,retail,1,6
2025-02-22,store_1,1d450398-ee61-46fa-b980-19e579a3b327,0,prod_13,Prescription,Novartis,7,11.35,20,1,2025-07-17,7,14,31,52,12,0,1,0,25.65,0,1.0,retail,5,2
2025-12-30,store_4,fcd1202a-96fa-4792-9505-8802cbec538e,0,prod_6,Supplement,Novartis,5,59.23,0,0,2026-02-28,17,23,37,52,8,0,0,0,23.83,0,1.13,retail,1,12
2025-05-21,store_5,5a82a87d-5a01-4259-a57e-8876e38fa392,0,prod_1,OTC,Sun Pharma,5,8.23,30,1,2025-08-05,3,13,28,71,6,1,0,0,25.88,0,0.94,retail,2,5
2025-11-06,store_4,d7b67b3f-b007-48de-a42b-142ba5aff96e,0,prod_16,OTC,Pfizer,5,80.42,0,0,2026-03-11,17,23,40,82,7,0,0,0,28.55,0,1.09,wholesale,3,11
2025-04-30,store_5,ace9fbba-b6af-4fbf-b69e-fdb24d21dc37,0,prod_4,Prescription,Pfizer,7,28.28,20,1,2026-02-18,12,25,39,56,4,0,0,0,28.94,0,0.95,wholesale,2,4
2025-11-23,store_1,fd72a7e4-1299-44ab-93af-f66aaf2b8748,1,prod_1,Supplement,Novartis,7,48.82,0,0,2026-04-14,19,24,38,30,2,0,1,0,20.77,0,1.01,retail,6,11
2025-08-29,store_1,d6798bee-d385-43bf-ae7d-df1f42fcac93,1,prod_6,Prescription,Pfizer,6,73.97,10,1,2026-05-30,25,20,35,65,11,0,0,0,26.37,0,1.0,wholesale,4,8
2025-06-13,store_1,fe25eae3-1c23-492f-af92-a6cc33ab4bf4,0,prod_8,Supplement,Novartis,8,88.31,50,1,2026-04-05,13,25,41,93,7,0,0,0,30.18,0,0.84,wholesale,4,6
2025-04-10,store_4,da7cb0f0-c540-4b72-8bf1-c475da5ec644,0,prod_13,OTC,Novartis,10,28.68,0,0,2025-12-04,20,18,35,86,9,0,0,0,22.43,0,0.88,retail,3,4
2025-10-05,store_1,33e444f1-b8f9-4ebe-bf31-69a81756e177,0,prod_7,OTC,Sun Pharma,9,68.31,10,1,2026-08-28,9,25,41,95,1,0,1,0,19.39,0,1.17,wholesale,6,10
2025-03-02,store_2,9168dec9-d981-4c74-ae7a-ddeaed2b65a9,0,prod_13,Prescription,Novartis,6,47.92,20,1,2025-06-30,16,17,28,66,4,0,1,0,24.48,0,0.95,retail,6,3
2025-02-14,store_4,e409b205-11ed-4644-9012-7ea03db47746,1,prod_7,OTC,Pfizer,10,14.43,50,1,2025-09-12,28,11,26,98,5,0,0,0,32.41,0,0.83,retail,4,2
2025-04-01,store_5,b9b4c37d-66e4-4b4c-b7ef-5d896d892057,0,prod_19,Supplement,Pfizer,9,37.73,50,1,2025-11-07,11,23,42,44,2,0,0,0,21.5,0,1.08,wholesale,1,4
2025-07-23,store_2,51cdcf73-77b2-4e1f-bb5b-dd494838969c,0,prod_2,Prescription,Pfizer,6,93.57,0,0,2026-06-24,24,24,36,93,2,0,0,0,21.11,0,0.92,retail,2,7
2025-01-16,store_2,e4b8b311-7a5a-4264-993a-10e808f72c83,1,prod_16,Prescription,Novartis,7,68.09,50,1,2025-10-12,7,19,37,37,6,0,0,0,20.43,0,0.87,wholesale,3,1
2025-07-12,store_2,6f8f7ae6-995e-4653-af57-aded358a2686,1,prod_10,Prescription,Pfizer,5,32.86,0,0,2026-01-17,0,20,29,71,2,1,1,0,19.69,0,0.85,retail,5,7
2025-03-11,store_5,d774e0d0-1164-4227-924c-df0a647c99c0,0,prod_11,OTC,Novartis,6,36.9,0,0,2025-11-28,17,23,33,94,13,0,0,0,32.89,0,1.1,retail,1,3
2025-07-31,store_1,72129582-ad05-456e-8ac4-81128a0d5c50,1,prod_20,Prescription,Novartis,7,89.52,30,1,2026-07-06,19,11,20,93,12,0,0,0,17.17,0,1.03,retail,3,7
2025-06-12,store_2,644ca3a3-1f3a-4481-9b2a-2ab0312584fe,0,prod_13,Supplement,Sun Pharma,9,48.93,50,1,2026-05-04,13,26,31,85,10,0,0,0,25.03,0,1.18,retail,3,6
2025-08-13,store_3,55f9e387-6ba8-4f2d-953c-5a0776f612a0,0,prod_17,Supplement,Sun Pharma,10,72.22,30,1,2025-10-14,12,11,22,67,5,0,0,0,23.98,0,1.03,wholesale,2,8
2025-05-15,store_4,15e4488f-6eed-4e6d-ba78-04b15d07b6c0,1,prod_7,Prescription,Sun Pharma,3,38.1,20,1,2026-04-27,5,15,28,76,7,0,0,0,18.7,0,0.99,wholesale,3,5
2025-03-18,store_4,94d1adb2-0f60-4908-ac55-3615375c4cad,0,prod_18,Prescription,Sun Pharma,5,59.73,0,0,2025-09-23,21,23,34,53,11,0,0,1,28.34,0,1.0,retail,1,3
2025-10-11,store_2,afc9c794-6a62-4603-8937-4f4ba2b4b0cf,0,prod_12,OTC,Pfizer,4,82.05,10,1,2026-01-13,8,18,34,49,7,0,1,1,25.72,0,0.8,retail,5,10
2025-12-24,store_5,8f837f35-10ee-4ca5-a293-667ef80b27d2,0,prod_4,Prescription,Novartis,4,40.95,30,1,2026-02-13,16,17,24,42,11,0,0,0,27.16,0,0.98,wholesale,2,12
2025-06-18,store_3,f8a8691b-d8a9-483e-9de0-d1fcd0e82cfe,0,prod_15,Prescription,Novartis,7,89.6,0,0,2026-03-04,1,11,17,97,4,1,0,0,23.22,0,0.93,wholesale,2,6
2025-01-09,store_3,3266acde-b49e-4e2b-884c-6fdadd2d3fb7,0,prod_6,OTC,Sun Pharma,3,52.31,0,0,2025-10-06,14,14,30,43,8,0,0,0,13.21,0,1.15,wholesale,3,1
2025-03-19,store_1,7ef49d6e-21ac-4b4b-89f6-34f1470df92e,0,prod_11,Supplement,Pfizer,5,28.77,0,0,2025-11-29,0,12,20,40,4,1,0,0,12.14,0,0.89,wholesale,2,3
2025-06-08,store_5,93f67cb3-a788-4976-bf06-c88c8957b3b7,0,prod_19,Supplement,Sun Pharma,8,85.27,0,0,2026-01-15,2,10,19,65,8,1,1,0,32.95,0,1.2,wholesale,6,6
2025-09-19,store_5,5da6bcb4-3eb2-4830-89bb-296d1b42fde0,0,prod_2,OTC,Novartis,5,19.57,50,1,2025-12-16,19,23,33,81,6,0,0,0,27.0,0,1.06,wholesale,4,9
2025-02-21,store_3,37eb5e39-9daa-4151-bb13-12125b34b8ba,0,prod_10,Supplement,Pfizer,6,95.88,10,1,2026-02-08,16,20,29,31,2,0,0,0,29.19,0,1.12,retail,4,2
2025-09-13,store_1,141ccf87-854f-44d6-8999-f84899f29ba1,0,prod_6,OTC,Sun Pharma,6,24.13,30,1,2026-06-17,10,14,32,74,2,0,1,0,19.92,0,1.0,wholesale,5,9
2025-08-06,store_1,2a3e44b3-63f7-44d6-af3e-9503fe1ec6b4,0,prod_7,Prescription,Sun Pharma,8,97.96,0,0,2026-04-01,22,16,34,42,11,0,0,0,24.9,0,0.89,retail,2,8
2025-08-29,store_5,427730ed-f01f-4882-b53c-24ad2503ebc6,0,prod_6,Supplement,Pfizer,10,63.3,10,1,2026-04-28,1,21,26,37,10,1,0,0,23.78,0,0.82,wholesale,4,8
2025-11-25,store_4,dadc56ae-cd47-4632-971b-a6d59ffeab39,0,prod_15,Prescription,Sun Pharma,3,43.28,0,0,2026-02-22,10,15,22,39,2,0,0,0,26.42,0,0.82,retail,1,11
2025-08-01,store_3,872e7d1e-b8a1-4299-9f3f-5318f711927e,0,prod_10,OTC,Sun Pharma,2,94.36,30,1,2026-06-30,14,19,28,63,5,0,0,0,15.84,0,0.88,wholesale,4,8
2025-08-04,store_4,8709dbbd-a1aa-4c63-acd9-c817abcb8f9c,0,prod_3,Supplement,Sun Pharma,10,74.08,30,1,2026-06-02,4,26,31,96,4,1,0,1,19.2,0,1.14,retail,0,8
2025-06-05,store_5,604e6177-9887-4106-a130-febbbc075f0f,0,prod_10,OTC,Novartis,10,50.36,10,1,2026-04-12,18,28,45,65,4,0,0,0,26.18,0,1.18,retail,3,6
2025-11-29,store_1,d902091c-8723-4842-9107-7b0b2aee16ed,0,prod_8,Prescription,Pfizer,10,84.69,0,0,2026-06-12,8,13,22,77,1,1,1,0,21.21,0,1.06,wholesale,5,11
2025-01-31,store_4,585054bf-0838-4d5d-9cb5-9dcc86101ce4,1,prod_18,Supplement,Novartis,5,50.93,10,1,2025-06-04,7,16,28,69,10,0,0,0,32.14,0,1.05,retail,4,1
2025-02-17,store_5,e64b6ce3-184d-4c75-8a68-69e7db42c239,1,prod_20,Supplement,Novartis,6,25.95,0,0,2025-06-22,12,11,29,76,3,0,0,0,12.9,0,1.09,retail,0,2
